req_id,article_id,title
ACCT-001,15201527824148,Configure Document Archive
ACCT-002,15201512181396,Configure Document Signature Capture
ACCT-003,15201527971732,Signature Audit Inquiry
ACCT-004,15201512337044,Signature Audit Settings
PURGE-001,15201512686484,Remove a Customer's Personal Information
IMP-001,15201528157972,Import Customer Merge Information
